SRA experiment	BioSample
SRX17423024	SAMN30671070
SRX17423027	SAMN30671067
SRX17423028	SAMN30671066
SRX17423029	SAMN30671065
SRX17423030	SAMN30671064
SRX17423031	SAMN30671063
SRX17423032	SAMN30671062
SRX17423033	SAMN30671061
SRX17423034	SAMN30671060
SRX17423035	SAMN30671059
SRX17423036	SAMN30671058
SRX17423037	SAMN30671057
SRX17423038	SAMN30671056
SRX10474869	SAMN18513069
SRX4668967	SAMN10031661
SRX10475888	SAMN18513377
SRX10475648	SAMN18513892
SRX306253	SAMN02204164
SRX1806738	SAMN05185920
SRX16002888	SAMN14933972
SRX11141594	SAMN19697518
SRX189408	SAMN01730099
SRX11094507	SAMN19607942
SRX5535441	SAMN11159906
SRX5535442	SAMN11159905
SRX11094512	SAMN19607935
SRX4679526	SAMN10058634
SRX1528522	SAMN04397480
ERX2413471	SAMEA104665816
SRX2911520	SAMN07222620
SRX2911522	SAMN07222618
ERX2413473	SAMEA104665818
SRX2911528	SAMN07222615
SRX2911530	SAMN07222617
SRX6935342	SAMN12886821
SRX6935344	SAMN12886819
SRX6935346	SAMN12886817
SRX2370709	SAMN06044496
SRX2741893	SAMN06759790
SRX2436021	SAMN06165793
SRX189407	SAMN01730098
SRX12403373	SAMN21899221
SRX4910587	SAMN10266291
SRX099882	SAMN00737721
SRX2370639	SAMN04284287
SRX16310614	SAMN29785724
SRX19938125	SAMN34152762
SRX11053952	SAMN19549494
SRX10809333	SAMN19051513
SRX2510393	SAMN06249255
SRX17812782	SAMN31182585
SRX13523512	SAMN24466602
SRX14113075	SAMN25810144
SRX3088162	SAMN07498722
SRX1433093	SAMN04270699
SRX10475000	SAMN18514243
SRX12129571	SAMN21384111
SRX026914	SAMN00113444
SRX12104002	SAMN21357491
SRX10976091	SAMN06464496
SRX10478360	SAMN04284242
SRX2636171	SAMN06464408
SRX100985	SAMN00739216
SRX2708620	SAMN06687688
SRX10976100	SAMN19193165
SRX1806742	SAMN05185924
SRX1631738	SAMN04557042
SRX263255	SAMN02356074
ERX2552520	SAMEA4608316
SRX5562452	SAMN11239235
SRX17219915	SAMN30509703
SRX13523506	SAMN24466608
SRX10944092	SAMN19275869
SRX109479	SAMN00760912
SRX9515765	SAMN16811119
SRX5055011	SAMN10442471
SRX5913662	SAMN11877742
SRX12129566	SAMN21384106
SRX13113009	SAMN23072403
SRX263270	SAMN02356085
SRX2803429	SAMN06947365
SRX2803432	SAMN06947369
ERX2413476	SAMEA104665821
SRX6743398	SAMN12607191
SRX6890816	SAMN12822441
SRX6078378	SAMN12078864
SRX103001	SAMN00744171
ERX1930087	SAMEA103891181
SRX8158046	SAMN14671407
SRX11248403	SAMN19945086
SRX2768514	SAMN06844245
SRX16016293	SAMN29494170
SRX10940542	SAMN19274641
SRX12299240	SAMN21555198
SRX2426272	SAMN06145855
SRX2039712	SAMN05607279
SRX2370761	SAMN06044513
SRX10944094	SAMN19275875
SRX1098697	SAMN03863194
SRX534204	SAMN02750840
SRX11715557	SAMN20704250
SRX16357134	SAMN29837270
SRX2242948	SAMN04229259
SRX10474962	SAMN18513049
SRX998298	SAMN03487948
SRX2370770	SAMN04284361
SRX17174372	SAMN30445131
SRX069131	SAMN00622256
SRX069128	SAMN00622253
SRX069130	SAMN00622255
SRX12964391	SAMN22866257
SRX037114	SAMN00189406
SRX12403375	SAMN21899223
SRX5535446	SAMN11159901
SRX11039267	SAMN19487962
SRX1177282	SAMN04025808
SRX3233164	SAMN07720193
SRX069216	SAMN00622341
SRX8030728	SAMN14487998
ERX3498805	SAMEA5861295
SRX730376	SAMN03102952
SRX730378	SAMN03102954
DRX002907	SAMD00006329
SRX263275	SAMN02356069
ERX2408650	SAMEA104664386
ERX2413486	SAMEA104665831
ERX2413484	SAMEA104665829
SRX2370823	SAMN06044523
SRX17174373	SAMN30445132
SRX17174301	SAMN30445160
SRX263294	SAMN02356160
SRX4511324	SAMN09769274
SRX11410600	SAMN20169700
DRX218759	SAMD00226304
SRX2011494	SAMN05558701
SRX5535450	SAMN11159844
SRX6935350	SAMN12886813
SRX5535451	SAMN11159843
SRX1592801	SAMN04503274
SRX3257624	SAMN07757300
SRX4741415	SAMN10132641
SRX026880	SAMN00113401
SRX5517028	SAMN11120545
SRX263240	SAMN02356110
SRX2463364	SAMN06203226
SRX193610	SAMN01761118
SRX12403371	SAMN21899219
SRX263267	SAMN02356097
SRX7650088	SAMN13944131
SRX13875144	SAMN25207709
SRX2370610	SAMN06044534
SRX100894	SAMN00739105
SRX1380827	SAMN04215185
SRX1997063	SAMN05508649
SRX1997067	SAMN05508645
SRX12193559	SAMN21439497
SRX15663467	SAMN28956652
SRX2370745	SAMN06044536
SRX17174305	SAMN30445164
SRX13006260	SAMN22819140
SRX11238022	SAMN19904574
SRX263300	SAMN02356146
SRX6935352	SAMN12886811
SRX1528532	SAMN04397490
SRX13171786	SAMN23297518
SRX13171793	SAMN23297511
SRX5259042	SAMN10766069
SRX2911572	SAMN07222602
SRX10445270	SAMN18492144
SRX10476472	SAMN18514296
ERX1930086	SAMEA103891180
SRX1690214	SAMN04632505
SRX5535456	SAMN11159838
SRX2404690	SAMN06121297
SRX4472228	SAMN09723189
SRX698181	SAMN03031493
SRX10170781	SAMN18059290
SRX2662994	SAMN06629442
SRX6793188	SAMN12683687
SRX17313975	SAMN30566543
ERX2413488	SAMEA104665833
SRX067429	SAMN00622099
SRX5535455	SAMN11159839
SRX17163668	SAMN30429990
SRX17174307	SAMN30445166
SRX263301	SAMN02356149
SRX263302	SAMN02356153
SRX1096824	SAMN03857993
SRX743524	SAMN03143526
SRX18476500	SAMN32011038
SRX12837597	SAMN22783155
SRX17174278	SAMN30445046
SRX17174321	SAMN30444941
SRX263296	SAMN02356133
SRX7267233	SAMN13477865
SRX11376893	SAMN20111668
SRX100414	SAMN00738331
SRX263282	SAMN02356125
SRX263295	SAMN02356134
SRX11179250	SAMN19773288
SRX11766140	SAMN20835387
SRX11238021	SAMN19904575
SRX13167340	SAMN23285064
SRX5353177	SAMN10904608
SRX10475126	SAMN18513507
SRX14760955	SAMN27382163
SRX17174296	SAMN30445103
SRX17174282	SAMN30445050
SRX1096825	SAMN03857994
SRX263276	SAMN02356067
SRX019331	SAMN00011715
SRX11998882	SAMN21208751
SRX263248	SAMN02356078
SRX1096826	SAMN03857995
SRX2630193	SAMN06464506
SRX17174284	SAMN30445052
SRX263272	SAMN02356087
SRX330106	SAMN02298424
SRX10031197	SAMN17796941
SRX12250136	SAMN21501784
SRX6805943	SAMN12699108
SRX10031198	SAMN17796939
SRX14636788	SAMN27021667
SRX15710560	SAMN29058360
SRX20503984	SAMN35347193
SRX5517048	SAMN11122062
SRX7267261	SAMN13477881
SRX10475567	SAMN18512715
SRX263292	SAMN02356139
SRX18645187	SAMN32166863
SRX10001296	SAMN17734318
SRX10001297	SAMN17734317
SRX10001298	SAMN17734316
SRX4993124	SAMN10392624
SRX5517031	SAMN11120542
SRX11053956	SAMN19549513
DRX197958	SAMD00202675
SRX11053957	SAMN19549512
SRX11053958	SAMN19549511
SRX10081215	SAMN17869546
DRX000550	SAMD00008684
SRX3433963	SAMN08114917
ERX2413490	SAMEA104665835
SRX10165735	SAMN18053291
SRX10660668	SAMN04284422
SRX13171807	SAMN23297497
SRX069115	SAMN00622240
SRX4679523	SAMN10058637
SRX037115	SAMN00189407
SRX5535462	SAMN11159976
SRX10001299	SAMN17734315
SRX10001300	SAMN17734314
SRX17174323	SAMN30444943
SRX11998878	SAMN21208742
SRX263246	SAMN02356068
SRX263306	SAMN02356102
SRX17079324	SAMN30319240
SRX6075149	SAMN12070304
SRX6075155	SAMN12070298
SRX9684055	SAMN17078398
SRX11657258	SAMN20593744
SRX5562442	SAMN11239246
SRX11053959	SAMN19549510
SRX14960607	SAMN27732588
SRX10809341	SAMN19051502
SRX263291	SAMN02356152
SRX263283	SAMN02356147
SRX20635167	SAMN35668473
SRX2430639	SAMN06157977
SRX11998874	SAMN21208744
DRX156327	SAMD00158930
SRX018277	SAMN00010212
DRX156328	SAMD00158931
SRX17174334	SAMN30444958
SRX263243	SAMN02356091
SRX998286	SAMN03487932
SRX13167380	SAMN23285130
SRX10187775	SAMN13691279
SRX13875317	SAMN25207724
SRX5535464	SAMN11159974
SRX5517030	SAMN11120543
SRX4741418	SAMN10132638
SRX10001301	SAMN17734313
DRX156329	SAMD00158932
SRX15913410	SAMN29379489
SRX263303	SAMN02356138
SRX12403377	SAMN21899225
SRX17174344	SAMN30444968
SRX263265	SAMN02356095
SRX17174324	SAMN30444948
SRX1096827	SAMN03857996
SRX263384	SAMN02356065
SRX2793421	SAMN06921258
SRX7695532	SAMN14069442
ERX026985	SAMEA1094407
SRX13363948	SAMN23818543
SRX15409151	SAMN28591128
SRX3268815	SAMN07770203
SRX16766489	SAMN30089381
SRX5379738	SAMN10939797
SRX11379483	SAMN20118432
SRX10104970	SAMN17921788
SRX18377979	SAMN31872152
SRX7498494	SAMN13719293
SRX17443993	SAMN30685936
SRX10859354	SAMN19131518
SRX11763397	SAMN20803675
SRX4132343	SAMN09272150
SRX4132345	SAMN09272148
SRX6894524	SAMN12828011
SRX10484568	SAMN18543095
SRX2748844	SAMN06768623
SRX026916	SAMN00113443
SRX12521944	SAMN22135723
SRX069124	SAMN00622249
SRX11715551	SAMN20704312
SRX2370613	SAMN06044712
SRX3468006	SAMN08172094
SRX7671888	SAMN13991568
SRX3739733	SAMN08596263
SRX7922113	SAMN14387187
SRX2254516	SAMN05930209
SRX2254517	SAMN05930252
SRX2254518	SAMN05930251
SRX2254519	SAMN05930250
SRX8218288	SAMN14783482
SRX17911759	SAMN30348008
SRX1286264	SAMN04110955
SRX6493800	SAMN12345742
SRX6890797	SAMN12822391
SRX13052779	SAMN22984287
SRX7198483	SAMN13347836
SRX15289750	SAMN27176882
SRX9090249	SAMN16078528
SRX14032768	SAMN25637701
SRX10881799	SAMN19190449
SRX273388	SAMN02116210
SRX4605750	SAMN09907037
SRX10710548	SAMN18921389
SRX1322300	SAMN04158409
SRX10710549	SAMN18921384
SRX4579183	SAMN09864104
SRX2254520	SAMN05930249
SRX6871364	SAMN12786824
SRX5307256	SAMN10841492
SRX6631787	SAMN12419362
SRX10037283	SAMN17812039
SRX9285873	SAMN16428346
SRX9708458	SAMN03255769
SRX100887	SAMN00739098
SRX625705	SAMN02872992
SRX12499035	SAMN22082263
SRX8884980	SAMN15729620
SRX1410753	SAMN04231485
SRX2463353	SAMN06203237
SRX2254521	SAMN05930248
SRX2409189	SAMN06128198
SRX087844	SAMN00691160
SRX2370658	SAMN06044506
SRX11166823	SAMN19730654
ERX635682	SAMEA3157840
SRX1629831	SAMN04547005
SRX19794871	SAMN33948782
SRX4680207	SAMN10059789
DRX299895	SAMD00389434
SRX099875	SAMN00737714
SRX099870	SAMN00737709
DRX014752	SAMD00016570
SRX253227	SAMN01985574
SRX10049148	SAMN17834444
SRX3164028	SAMN07610285
SRX13440984	SAMN24171419
SRX3046137	SAMN07423761
SRX448680	SAMN02595800
SRX448681	SAMN02595798
SRX448682	SAMN02595801
SRX448683	SAMN02595799
SRX6582166	SAMN12354157
SRX7719067	SAMN14096341
SRX037109	SAMN00189401
SRX1178183	SAMN04027075
SRX16741293	SAMN30066470
SRX069108	SAMN00622233
SRX17122683	SAMN30376247
SRX11484789	SAMN20284370
SRX13833677	SAMN25124767
SRX069169	SAMN00622288
SRX069182	SAMN00622307
SRX7498496	SAMN13719288
SRX069143	SAMN00622268
DRX080942	SAMD00074440
SRX1845233	SAMN05249818
SRX069121	SAMN00622246
SRX9088900	SAMN15953027
SRX11439163	SAMN20208641
SRX10035156	SAMN17804400
SRX3468041	SAMN08172268
SRX16687587	SAMN29990094
SRX100900	SAMN00739111
SRX8433706	SAMN15069253
SRX10895611	SAMN19217243
SRX10410793	SAMN18420440
SRX2250317	SAMN05915899
SRX3450316	SAMN08138347
SRX11439167	SAMN20208647
SRX7213743	SAMN13384026
ERX5400961	SAMEA8536090
SRX503331	SAMN02711800
SRX956392	SAMN03407245
SRX13508457	SAMN24424611
SRX9216306	SAMN16293900
SRX9216308	SAMN16293898
SRX9216310	SAMN16293896
SRX17426974	SAMN30673438
SRX5212357	SAMN10699291
ERX2620254	SAMEA4699327
SRX11832864	SAMN20867028
SRX10476578	SAMN18514230
SRX8119677	SAMN14601651
SRX3907937	SAMN08896845
SRX16881719	SAMN30167971
SRX17912007	SAMN30348053
SRX1054538	SAMN03766265
SRX10239413	SAMN18140317
SRX14428625	SAMN26563448
SRX14908971	SAMN27630546
SRX10001358	SAMN17734286
SRX11329581	SAMN19998515
SRX087846	SAMN00691162
SRX10710544	SAMN18921385
SRX10710546	SAMN18921394
SRX10710550	SAMN18921382
SRX10346642	SAMN18314255
SRX11663902	SAMN20602854
SRX905366	SAMN03392525
SRX6704671	SAMN12562939
SRX189414	SAMN01730105
SRX12287167	SAMN21523865
SRX18377977	SAMN31872154
SRX18688439	SAMN32216656
SRX17415859	SAMN30655866
SRX17415858	SAMN30655867
SRX7083350	SAMN13175614
SRX9069600	SAMN16053483
SRX15591227	SAMN28860863
SRX7083420	SAMN13175620
SRX1549346	SAMN04444304
ERX5400969	SAMEA8536098
SRX18812875	SAMN32354076
SRX11189856	SAMN19798617
SRX2193418	SAMN05830183
SRX2695614	SAMN06672334
SRX2193417	SAMN05830184
SRX6805942	SAMN12699103
SRX087842	SAMN00691158
SRX17608310	SAMN30892257
SRX13212042	SAMN23413516
SRX10665795	SAMN18848733
SRX18119380	SAMN31572031
SRX20326032	SAMN35068604
DRX080944	SAMD00074441
SRX7498497	SAMN13719286
SRX10418001	SAMN18437809
SRX152824	SAMN01047717
SRX2741418	SAMN06758430
SRX956391	SAMN03407262
SRX8213852	SAMN14777735
SRX4579186	SAMN09864101
SRX2823547	SAMN07124050
SRX2823548	SAMN07124049
SRX2823549	SAMN07124048
SRX2823550	SAMN07124047
SRX055173	SAMN00254291
SRX6873170	SAMN12787856
SRX8970960	SAMN15857548
SRX17500590	SAMN30747971
SRX14367143	SAMN26435044
SRX1131568	SAMN03952705
SRX14953981	SAMN27723709
SRX10234708	SAMN18132849
SRX12501768	SAMN22091340
ERX2515285	SAMEA1057881
SRX5549016	SAMN11179407
SRX018501	SAMN00010679
SRX392687	SAMN02444803
SRX1094454	SAMN03857493
SRX9216304	SAMN16293902
SRX8815508	SAMN15635925
SRX6367745	SAMN12142085
SRX13052787	SAMN22984295
SRX10474882	SAMN07790984
SRX9620014	SAMN16981155
SRX9005594	SAMN15903978
SRX2370698	SAMN06044562
SRX10581914	SAMN18717764
SRX2847131	SAMN07160077
SRX13440976	SAMN24171427
SRX956390	SAMN03407243
SRX2254533	SAMN05930236
SRX10167197	SAMN18054123
SRX8163360	SAMN14677831
SRX371427	SAMN02198146
SRX11760873	SAMN20800819
SRX10644676	SAMN18811142
SRX14998192	SAMN27777207
SRX16687589	SAMN29990092
SRX11760876	SAMN20800807
SRX10478329	SAMN18514013
SRX190770	SAMN01881275
SRX11242587	SAMN19915269
SRX10251093	SAMN18182823
SRX189432	SAMN01730123
SRX15289751	SAMN27176883
SRX1678320	SAMN04606233
SRX147681	SAMN00993212
SRX8150295	SAMN14655114
SRX13445081	SAMN24175453
SRX069088	SAMN00622213
SRX5517032	SAMN11122077
SRX11704510	SAMN20693634
SRX2254534	SAMN05930235
SRX9670763	SAMN17016283
SRX7548614	SAMN13837242
SRX13711117	SAMN24812217
SRX10475361	SAMN07791254
ERX2722654	SAMEA4799807
SRX10000133	SAMN17730299
SRX2203276	SAMN05856041
ERX3774045	SAMEA6428044
SRX15209556	SAMN28160166
SRX100896	SAMN00739107
SRX8664986	SAMN15443011
SRX8171717	SAMN14689490
SRX8135275	SAMN14615215
SRX9670750	SAMN17016271
SRX9670748	SAMN17016269
SRX15209553	SAMN28160169
SRX15209551	SAMN28160171
SRX15209552	SAMN28160170
ERX2722660	SAMEA4799813
SRX1098170	SAMN03862003
SRX11485697	SAMN20286358
SRX9670756	SAMN17016259
SRX3474532	SAMN08182276
SRX3474528	SAMN08182281
SRX9670757	SAMN17016277
SRX11665057	SAMN20603999
SRX15209559	SAMN28160163
ERX2722667	SAMEA4799820
ERX103425	SAMEA1325314
SRX1681508	SAMN03339174
SRX18928741	SAMN32578672
ERX2078770	SAMEA104143687
ERX629395	SAMEA3121280
SRX1722843	SAMN04889756
SRX9120524	SAMN16130032
SRX10000129	SAMN17730298
SRX1681506	SAMN03339200
SRX18928746	SAMN32578667
SRX1681503	SAMN03339198
SRX13052784	SAMN22984292
ERX1837338	SAMEA38955418
SRX7980684	SAMN14438277
SRX4179940	SAMN09379657
SRX8026228	SAMN14485816
SRX10475603	SAMN18514066
SRX9452639	SAMN16689247
SRX288274	SAMN02183433
SRX100915	SAMN00739126
SRX1389376	SAMN04219074
SRX15203086	SAMN28131609
SRX825370	SAMN03273786
SRX13446133	SAMN24196318
SRX15209554	SAMN28160168
SRX15209558	SAMN28160164
SRX9670765	SAMN17016285
SRX11665062	SAMN20604013
SRX21022204	SAMN36449342
SRX15209555	SAMN28160167
SRX9670744	SAMN17016257
SRX16711527	SAMN30015538
SRX17533677	SAMN30808807
SRX203313	SAMN01804535
SRX17533670	SAMN30808814
SRX10162674	SAMN18045847
SRX10578780	SAMN18713926
SRX069084	SAMN00622209
SRX8295672	SAMN14858752
SRX9938026	SAMN17575476
SRX9938025	SAMN17575477
SRX089254	SAMN00696715
SRX1497438	SAMN04362418
SRX13830059	SAMN25118397
SRX13830082	SAMN25118348
SRX10003070	SAMN17736600
SRX2370686	SAMN06044564
SRX4520652	SAMN09783569
SRX3302803	SAMN07815084
SRX4676641	SAMN10055323
SRX1806736	SAMN05185918
SRX1534789	SAMN04421902
DRX367173	SAMD00494728
SRX026055	SAMN00109769
SRX026056	SAMN00109770
ERX026020	SAMEA1552718
SRX10003026	SAMN17736325
SRX13980378	SAMN25391498
SRX12964936	SAMN22867335
ERX4142959	SAMEA6862991
SRX12964957	SAMN22867394
SRX12964963	SAMN22867400
SRX3875588	SAMN08849487
SRX119680	SAMN00788814
SRX15808767	SAMN29222436
SRX10175717	SAMN18063154
SRX7135453	SAMN13279935
SRX12964975	SAMN22867372
SRX3481056	SAMN08200554
SRX8089831	SAMN14567168
SRX10317651	SAMN18264112
SRX10596942	SAMN18737277
SRX10596950	SAMN18737269
SRX3941851	SAMN08937492
SRX035159	SAMN00149672
SRX12964987	SAMN22867390
SRX8650810	SAMN15419181
ERX2154405	SAMEA104215615
SRX059360	SAMN00262237
SRX11583634	SAMN20456488
SRX20246332	SAMN34894757
ERX4281715	SAMEA7057408
SRX11141585	SAMN19697460
SRX12964952	SAMN22867353
SRX081148	SAMN00631722
SRX5191019	SAMN10663364
ERX223313	SAMEA1906351
SRX037112	SAMN00189404
ERX1055079	SAMEA3498901
SRX180815	SAMN01129802
SRX180775	SAMN01129762
ERX2649230	SAMEA4724923
SRX040982	SAMN00205666
SRX040931	SAMN00205659
SRX040975	SAMN00205667
SRX18009366	SAMN31430991
ERX873853	SAMEA3311865
SRX180774	SAMN01129761
SRX019705	SAMN00012081
SRX825312	SAMN03272724
SRX4794743	SAMN10172251
SRX4794736	SAMN10172258
SRX13948950	SAMN25336244
SRX1534779	SAMN04421890
SRX1534787	SAMN04421900
SRX11783369	SAMN20813731
SRX1668619	SAMN04589830
SRX378120	SAMN02404510
SRX019883	SAMN00012251
SRX018794	SAMN00010933
SRX018795	SAMN00010934
SRX018796	SAMN00010935
SRX026060	SAMN00109774
SRX19051571	SAMN32768563
DRX118408	SAMD00109173
SRX8814978	SAMN15629997
DRX228095	SAMD00236150
SRX11384920	SAMN20124786
ERX4055786	SAMEA6798317
SRX3100885	SAMN07514693
SRX3584288	SAMN08362400
SRX5709085	SAMN11463459
SRX4925282	SAMN10282711
SRX9794600	SAMN17228537
SRX1099948	SAMN03876609
SRX12202834	SAMN21450254
SRX3130880	SAMN07559491
SRX10271387	SAMN18208352
SRX13198206	SAMN23390653
SRX4925284	SAMN10282708
ERX1869423	SAMEA103885158
SRX9690502	SAMN17092044
SRX5776099	SAMN11553141
DRX227594	SAMD00235773
SRX11424017	SAMN20188961
SRX12104022	SAMN21357511
SRX3395146	SAMN08028495
SRX10815695	SAMN19068353
DRX118406	SAMD00109171
SRX8012882	SAMN14469260
SRX11665255	SAMN20604136
SRX555489	SAMN02803873
SRX037077	SAMN00189369
SRX095366	SAMN00715070
SRX084800	SAMN00672676
SRX10815669	SAMN19068286
DRX118410	SAMD00109175
SRX12495361	SAMN22069429
SRX022566	SAMN00016579
SRX6952607	SAMN12915928
SRX10515088	SAMN18620484
SRX10372581	SAMN18344067
SRX20982922	SAMN36407495
SRX10030124	SAMN17797867
SRX10001340	SAMN17734340
SRX1090890	SAMN03853053
SRX8949801	SAMN15824236
SRX212375	SAMN01840460
SRX8406498	SAMN15032600
SRX2388755	SAMN06094256
SRX10940572	SAMN19274593
DRX336399	SAMD00441981
SRX5124821	SAMN10580038
ERX1965642	SAMEA103953785
SRX2866969	SAMN07175051
DRX336900	SAMD00441974
SRX4582746	SAMN09869867
SRX3159217	SAMN07604369
SRX10409428	SAMN18419305
SRX3372017	SAMN07988800
SRX8041949	SAMN14517315
SRX14181206	SAMN25948782
SRX20436796	SAMN35177740
SRX1669917	SAMN04590300
SRX11984653	SAMN21171248
DRX015369	SAMD00011685
SRX13845493	SAMN25144500
SRX6077665	SAMN12077223
SRX18050324	SAMN31492796
SRX1502197	SAMN04370245
SRX11646086	SAMN20570582
SRX10520000	SAMN18632325
SRX4514425	SAMN09770800
SRX13639388	SAMN24694374
SRX2023278	SAMN05577709
SRX13823950	SAMN25068133
SRX022577	SAMN00016590
SRX5401652	SAMN10983209
SRX13823928	SAMN25068155
SRX6493788	SAMN12345754
SRX13052785	SAMN22984293
SRX2023282	SAMN05577713
SRX10187766	SAMN13691272
SRX3899240	SAMN08886706
SRX16341069	SAMN29826790
SRX12971643	SAMN22889086
SRX6664870	SAMN12512830
SRX2633442	SAMN06561836
SRX8127989	SAMN14609484
SRX2633446	SAMN06561832
SRX18840889	SAMN32389245
SRX022575	SAMN00016588
SRX10187589	SAMN18053317
SRX7484913	SAMN13705337
SRX8041943	SAMN14517337
SRX020917	SAMN00013821
SRX099183	SAMN00727908
ERX007059	SAMEA896747
DRX169019	SAMD00169928
SRX4132347	SAMN09272146
SRX11969036	SAMN21040839
SRX2514244	SAMN06256052
SRX13965905	SAMN25353144
DRX013514	SAMD00015878
SRX17658339	SAMN30951218
SRX1816524	SAMN05196002
SRX14335688	SAMN26350152
SRX10918071	SAMN19240802
SRX026535	SAMN00110688
SRX1002670	SAMN03496004
SRX12121312	SAMN21368273
SRX13052788	SAMN22984296
SRX1048945	SAMN03761822
SRX1745724	SAMN04958923
SRX14367141	SAMN26435046
SRX14853137	SAMN27584934
SRX4116058	SAMN09238405
SRX10474943	SAMN18514298
DRX402466	SAMD00555404
SRX1678206	SAMN04605763
SRX1678204	SAMN04605761
SRX2982417	SAMN07314652
SRX11867030	SAMN20933200
DRX326473	SAMD00436855
DRX000546	SAMD00004141
SRX5504472	SAMN11101390
SRX026533	SAMN00110686
SRX4132353	SAMN09272140
SRX4009698	SAMN08998279
SRX378796	SAMN02404820
SRX4132355	SAMN09272138
SRX17491548	SAMN30728089
SRX6635806	SAMN12425884
SRX15105390	SAMN28036168
SRX610672	SAMN02866221
SRX1802467	SAMN05180648
SRX1225018	SAMN04053595
ERX9714169	SAMEA111348586
SRX11525505	SAMN20353350
SRX4132363	SAMN09272130
SRX18031876	SAMN31461708
DRX020604	SAMD00005178
SRX10194701	SAMN18093959
SRX378010	SAMN02403958
SRX14853139	SAMN27584932
SRX14248015	SAMN26156370
SRX11828600	SAMN20863729
SRX10187575	SAMN12641510
SRX10660640	SAMN18814016